Customer_Index,Churn_Probability,Risk_Level,MonthlyCharges,Customer_Value_Score,Retention_Priority,Top_Churn_Drivers,Top_Retention_Drivers,Recommended_Action
1151,0.20052107,Low Risk,18.85,Low Value,Low,"numerical__tenure, categorical__Contract_Month-to-month, categorical__gender_Female","numerical__MonthlyCharges, categorical__OnlineSecurity_No, categorical__gender_Male","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: numerical__tenure, categorical__Contract_Month-to-month, categorical__gender_Female."
4634,0.20000249,Low Risk,18.75,Low Value,Low,"numerical__tenure, categorical__Contract_Month-to-month, categorical__gender_Female","numerical__MonthlyCharges, categorical__OnlineSecurity_No, categorical__gender_Male","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: numerical__tenure, categorical__Contract_Month-to-month, categorical__gender_Female."
4959,0.19937587,Low Risk,20.15,Low Value,Low,"numerical__tenure, categorical__Contract_Month-to-month, numerical__TotalCharges","categorical__PaymentMethod_Credit card (automatic), categorical__OnlineSecurity_No, numerical__MonthlyCharges","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: numerical__tenure, categorical__Contract_Month-to-month, numerical__TotalCharges."
6519,0.19543089,Low Risk,91.35,High Value,Low,"categorical__InternetService_Fiber optic, categorical__PaymentMethod_Electronic check, categorical__Contract_One year","categorical__Contract_Month-to-month, numerical__tenure, categorical__StreamingTV_Yes","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__InternetService_Fiber optic, categorical__PaymentMethod_Electronic check, categorical__Contract_One year."
603,0.19462025,Low Risk,108.65,High Value,Low,"numerical__MonthlyCharges, categorical__InternetService_Fiber optic, categorical__Partner_No","categorical__Contract_Month-to-month, categorical__Contract_Two year, categorical__PaperlessBilling_Yes","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: numerical__MonthlyCharges, categorical__InternetService_Fiber optic, categorical__Partner_No."
1883,0.19424053,Low Risk,100.5,High Value,Low,"categorical__Contract_Month-to-month, categorical__gender_Female, categorical__InternetService_Fiber optic","numerical__tenure, numerical__TotalCharges, categorical__OnlineSecurity_No","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, categorical__gender_Female, categorical__InternetService_Fiber optic."
4014,0.19334912,Low Risk,108.1,High Value,Low,"categorical__gender_Female, categorical__InternetService_Fiber optic, categorical__Contract_Month-to-month","numerical__tenure, categorical__gender_Male, categorical__PaperlessBilling_Yes","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__gender_Female, categorical__InternetService_Fiber optic, categorical__Contract_Month-to-month."
3586,0.19322743,Low Risk,40.0,Low Value,Low,"categorical__Contract_Month-to-month, numerical__tenure, categorical__Partner_No","categorical__OnlineSecurity_No, categorical__PaperlessBilling_Yes, categorical__InternetService_Fiber optic","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, numerical__tenure, categorical__Partner_No."
1250,0.19310929,Low Risk,103.2,High Value,Low,"numerical__MonthlyCharges, categorical__gender_Female, categorical__InternetService_Fiber optic","categorical__Contract_Month-to-month, numerical__tenure, categorical__Contract_Two year","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: numerical__MonthlyCharges, categorical__gender_Female, categorical__InternetService_Fiber optic."
5639,0.19276436,Low Risk,20.65,Low Value,Low,"categorical__Contract_Month-to-month, numerical__tenure, categorical__Partner_No","categorical__OnlineSecurity_No, categorical__PaperlessBilling_Yes, categorical__InternetService_Fiber optic","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, numerical__tenure, categorical__Partner_No."
5877,0.19068937,Low Risk,106.95,High Value,Low,"numerical__MonthlyCharges, categorical__gender_Female, categorical__InternetService_Fiber optic","categorical__Contract_Month-to-month, categorical__gender_Male, numerical__tenure","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: numerical__MonthlyCharges, categorical__gender_Female, categorical__InternetService_Fiber optic."
1388,0.19063585,Low Risk,58.35,Medium Value,Low,"categorical__Contract_Month-to-month, categorical__gender_Female, categorical__OnlineSecurity_No","categorical__InternetService_Fiber optic, categorical__PaymentMethod_Electronic check, categorical__gender_Male","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, categorical__gender_Female, categorical__OnlineSecurity_No."
1705,0.1905034,Low Risk,90.45,High Value,Low,"categorical__Contract_Month-to-month, categorical__gender_Female, categorical__InternetService_Fiber optic","numerical__tenure, numerical__TotalCharges, categorical__TechSupport_No","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, categorical__gender_Female, categorical__InternetService_Fiber optic."
2648,0.19047837,Low Risk,59.6,Medium Value,Low,"categorical__Contract_Month-to-month, categorical__PaymentMethod_Electronic check, categorical__Partner_No","numerical__tenure, categorical__OnlineSecurity_No, categorical__InternetService_Fiber optic","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, categorical__PaymentMethod_Electronic check, categorical__Partner_No."
7024,0.18965267,Low Risk,84.8,High Value,Low,"categorical__Contract_Month-to-month, categorical__InternetService_Fiber optic, categorical__Partner_Yes","categorical__OnlineSecurity_No, numerical__tenure, numerical__TotalCharges","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, categorical__InternetService_Fiber optic, categorical__Partner_Yes."
4575,0.18845941,Low Risk,25.25,Low Value,Low,"categorical__Contract_Month-to-month, numerical__tenure, categorical__Partner_No","categorical__OnlineSecurity_No, categorical__PaperlessBilling_Yes, categorical__InternetService_Fiber optic","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, numerical__tenure, categorical__Partner_No."
6796,0.1882531,Low Risk,56.7,Medium Value,Low,"categorical__Contract_Month-to-month, numerical__tenure, categorical__DeviceProtection_No","categorical__OnlineSecurity_No, categorical__PaperlessBilling_Yes, categorical__InternetService_Fiber optic","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, numerical__tenure, categorical__DeviceProtection_No."
1769,0.18737362,Low Risk,93.25,High Value,Low,"categorical__Contract_Month-to-month, categorical__OnlineSecurity_No, categorical__InternetService_Fiber optic","numerical__tenure, categorical__PaymentMethod_Electronic check, numerical__TotalCharges","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, categorical__OnlineSecurity_No, categorical__InternetService_Fiber optic."
868,0.18414398,Low Risk,85.55,High Value,Low,"categorical__InternetService_Fiber optic, categorical__PaymentMethod_Electronic check, categorical__DeviceProtection_No","categorical__Contract_Month-to-month, numerical__tenure, categorical__PaperlessBilling_Yes","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__InternetService_Fiber optic, categorical__PaymentMethod_Electronic check, categorical__DeviceProtection_No."
6147,0.18378615,Low Risk,99.1,High Value,Low,"categorical__gender_Female, categorical__InternetService_Fiber optic, categorical__StreamingMovies_Yes","categorical__Contract_Month-to-month, numerical__TotalCharges, categorical__PaperlessBilling_Yes","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__gender_Female, categorical__InternetService_Fiber optic, categorical__StreamingMovies_Yes."
4221,0.18367194,Low Risk,19.3,Low Value,Low,"numerical__tenure, categorical__Contract_Month-to-month, categorical__Partner_No","categorical__PaymentMethod_Credit card (automatic), categorical__OnlineSecurity_No, categorical__PaperlessBilling_Yes","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: numerical__tenure, categorical__Contract_Month-to-month, categorical__Partner_No."
3818,0.18352564,Low Risk,109.1,High Value,Low,"numerical__MonthlyCharges, categorical__gender_Female, categorical__InternetService_Fiber optic","categorical__Contract_Month-to-month, categorical__Contract_Two year, categorical__gender_Male","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: numerical__MonthlyCharges, categorical__gender_Female, categorical__InternetService_Fiber optic."
2225,0.18282703,Low Risk,39.1,Low Value,Low,"categorical__StreamingTV_Yes, categorical__Partner_No, categorical__PaymentMethod_Electronic check","categorical__Contract_Month-to-month, numerical__tenure, categorical__InternetService_Fiber optic","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__StreamingTV_Yes, categorical__Partner_No, categorical__PaymentMethod_Electronic check."
1881,0.18192375,Low Risk,44.65,Low Value,Low,"categorical__Contract_Month-to-month, categorical__Partner_No, categorical__DeviceProtection_No","numerical__tenure, categorical__InternetService_Fiber optic, categorical__OnlineSecurity_No","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, categorical__Partner_No, categorical__DeviceProtection_No."
5851,0.18089764,Low Risk,110.8,High Value,Low,"numerical__MonthlyCharges, categorical__gender_Female, categorical__InternetService_Fiber optic","categorical__Contract_Month-to-month, numerical__tenure, numerical__TotalCharges","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: numerical__MonthlyCharges, categorical__gender_Female, categorical__InternetService_Fiber optic."
5112,0.18081707,Low Risk,20.05,Low Value,Low,"categorical__Contract_Month-to-month, categorical__gender_Female, categorical__Partner_No","categorical__OnlineSecurity_No, categorical__PaperlessBilling_Yes, categorical__gender_Male","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, categorical__gender_Female, categorical__Partner_No."
4685,0.18056357,Low Risk,108.9,High Value,Low,"numerical__MonthlyCharges, categorical__gender_Female, categorical__InternetService_Fiber optic","categorical__Contract_Month-to-month, categorical__Contract_Two year, categorical__gender_Male","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: numerical__MonthlyCharges, categorical__gender_Female, categorical__InternetService_Fiber optic."
6535,0.18040884,Low Risk,102.35,High Value,Low,"categorical__InternetService_Fiber optic, numerical__MonthlyCharges, categorical__Partner_No","categorical__Contract_Month-to-month, numerical__tenure, numerical__TotalCharges","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__InternetService_Fiber optic, numerical__MonthlyCharges, categorical__Partner_No."
6725,0.18019661,Low Risk,19.5,Low Value,Low,"categorical__gender_Female, categorical__Contract_Month-to-month, numerical__MonthlyCharges","numerical__tenure, categorical__PaperlessBilling_Yes, categorical__OnlineSecurity_No","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__gender_Female, categorical__Contract_Month-to-month, numerical__MonthlyCharges."
3528,0.18007678,Low Risk,19.7,Low Value,Low,"categorical__Contract_Month-to-month, numerical__MonthlyCharges, categorical__Partner_No","categorical__OnlineSecurity_No, categorical__InternetService_Fiber optic, categorical__TechSupport_No","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, numerical__MonthlyCharges, categorical__Partner_No."
2825,0.1794802,Low Risk,26.35,Low Value,Low,"categorical__Contract_Month-to-month, categorical__Partner_No, categorical__MultipleLines_No","categorical__OnlineSecurity_No, categorical__TechSupport_No, categorical__InternetService_Fiber optic","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, categorical__Partner_No, categorical__MultipleLines_No."
4126,0.17840667,Low Risk,19.55,Low Value,Low,"categorical__Contract_Month-to-month, numerical__tenure, numerical__TotalCharges","categorical__OnlineSecurity_No, categorical__PaperlessBilling_Yes, categorical__InternetService_Fiber optic","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, numerical__tenure, numerical__TotalCharges."
4576,0.17823718,Low Risk,19.75,Low Value,Low,"numerical__MonthlyCharges, categorical__Contract_Month-to-month, categorical__PaperlessBilling_No","categorical__OnlineSecurity_No, categorical__PaperlessBilling_Yes, categorical__InternetService_Fiber optic","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: numerical__MonthlyCharges, categorical__Contract_Month-to-month, categorical__PaperlessBilling_No."
6355,0.1775087,Low Risk,110.25,High Value,Low,"numerical__MonthlyCharges, categorical__PaperlessBilling_No, categorical__InternetService_Fiber optic","categorical__Contract_Month-to-month, categorical__Contract_Two year, categorical__gender_Male","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: numerical__MonthlyCharges, categorical__PaperlessBilling_No, categorical__InternetService_Fiber optic."
3166,0.17684796,Low Risk,48.8,Low Value,Low,"categorical__Contract_Month-to-month, categorical__OnlineSecurity_No, categorical__DeviceProtection_No","categorical__InternetService_Fiber optic, categorical__PaperlessBilling_Yes, categorical__PaymentMethod_Electronic check","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, categorical__OnlineSecurity_No, categorical__DeviceProtection_No."
5677,0.17641541,Low Risk,80.8,Medium Value,Low,"categorical__PaymentMethod_Electronic check, categorical__InternetService_Fiber optic, numerical__TotalCharges","categorical__Contract_Month-to-month, categorical__PaperlessBilling_Yes, numerical__tenure","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__PaymentMethod_Electronic check, categorical__InternetService_Fiber optic, numerical__TotalCharges."
5911,0.17600124,Low Risk,34.2,Low Value,Low,"categorical__Contract_Month-to-month, categorical__Partner_Yes, categorical__Contract_Two year","categorical__OnlineSecurity_No, categorical__PaperlessBilling_Yes, categorical__InternetService_Fiber optic","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, categorical__Partner_Yes, categorical__Contract_Two year."
2045,0.17549571,Low Risk,110.5,High Value,Low,"numerical__MonthlyCharges, categorical__InternetService_Fiber optic, categorical__gender_Female","categorical__Contract_Month-to-month, numerical__tenure, categorical__gender_Male","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: numerical__MonthlyCharges, categorical__InternetService_Fiber optic, categorical__gender_Female."
5887,0.17480895,Low Risk,50.3,Medium Value,Low,"categorical__Contract_Month-to-month, categorical__Partner_No, categorical__DeviceProtection_No","categorical__InternetService_Fiber optic, categorical__OnlineSecurity_No, categorical__PaymentMethod_Electronic check","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, categorical__Partner_No, categorical__DeviceProtection_No."
3985,0.1746705,Low Risk,54.55,Medium Value,Low,"categorical__Contract_Month-to-month, categorical__Partner_Yes, categorical__DeviceProtection_No","categorical__OnlineSecurity_No, categorical__InternetService_Fiber optic, categorical__PaymentMethod_Electronic check","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, categorical__Partner_Yes, categorical__DeviceProtection_No."
5737,0.17457858,Low Risk,83.25,Medium Value,Low,"categorical__Contract_Month-to-month, categorical__PaperlessBilling_No, categorical__Partner_Yes","categorical__PaperlessBilling_Yes, categorical__InternetService_Fiber optic, categorical__TechSupport_No","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, categorical__PaperlessBilling_No, categorical__Partner_Yes."
3660,0.17355917,Low Risk,35.5,Low Value,Low,"numerical__tenure, categorical__OnlineSecurity_No, categorical__Partner_No","categorical__Contract_Month-to-month, categorical__InternetService_Fiber optic, categorical__TechSupport_No","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: numerical__tenure, categorical__OnlineSecurity_No, categorical__Partner_No."
6852,0.17307806,Low Risk,61.9,Medium Value,Low,"categorical__Contract_Month-to-month, categorical__Partner_Yes, numerical__TotalCharges","numerical__tenure, categorical__InternetService_Fiber optic, categorical__PaymentMethod_Electronic check","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, categorical__Partner_Yes, numerical__TotalCharges."
5605,0.1724451,Low Risk,60.2,Medium Value,Low,"categorical__Contract_Month-to-month, categorical__OnlineSecurity_No, categorical__Partner_Yes","categorical__InternetService_Fiber optic, categorical__PaperlessBilling_Yes, categorical__PaymentMethod_Electronic check","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, categorical__OnlineSecurity_No, categorical__Partner_Yes."
6098,0.17215572,Low Risk,75.9,Medium Value,Low,"categorical__DeviceProtection_No, categorical__StreamingMovies_Yes, categorical__StreamingTV_Yes","categorical__Contract_Month-to-month, categorical__InternetService_Fiber optic, categorical__OnlineSecurity_No","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__DeviceProtection_No, categorical__StreamingMovies_Yes, categorical__StreamingTV_Yes."
832,0.17189181,Low Risk,74.1,Medium Value,Low,"categorical__gender_Female, categorical__PaperlessBilling_No, categorical__StreamingTV_No","categorical__Contract_Month-to-month, categorical__PaperlessBilling_Yes, categorical__StreamingTV_Yes","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__gender_Female, categorical__PaperlessBilling_No, categorical__StreamingTV_No."
6361,0.17184041,Low Risk,62.8,Medium Value,Low,"categorical__Contract_Month-to-month, categorical__gender_Female, numerical__tenure","categorical__InternetService_Fiber optic, numerical__MonthlyCharges, categorical__PaperlessBilling_Yes","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, categorical__gender_Female, numerical__tenure."
1286,0.17132796,Low Risk,74.1,Medium Value,Low,"numerical__tenure, categorical__gender_Female, categorical__PaperlessBilling_No","categorical__Contract_Month-to-month, categorical__PaymentMethod_Credit card (automatic), categorical__PaperlessBilling_Yes","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: numerical__tenure, categorical__gender_Female, categorical__PaperlessBilling_No."
631,0.17071983,Low Risk,55.0,Medium Value,Low,"categorical__Contract_Month-to-month, categorical__gender_Female, categorical__DeviceProtection_No","categorical__InternetService_Fiber optic, categorical__gender_Male, categorical__PaperlessBilling_Yes","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, categorical__gender_Female, categorical__DeviceProtection_No."
6919,0.17070875,Low Risk,89.4,High Value,Low,"categorical__Contract_Month-to-month, categorical__InternetService_Fiber optic, categorical__Partner_No","numerical__tenure, categorical__PaymentMethod_Electronic check, categorical__PaperlessBilling_Yes","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, categorical__InternetService_Fiber optic, categorical__Partner_No."
5083,0.16996685,Low Risk,71.35,Medium Value,Low,"categorical__gender_Female, categorical__Contract_Month-to-month, numerical__TotalCharges","categorical__InternetService_Fiber optic, categorical__gender_Male, categorical__OnlineSecurity_No","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__gender_Female, categorical__Contract_Month-to-month, numerical__TotalCharges."
3371,0.16636671,Low Risk,19.25,Low Value,Low,"categorical__Contract_Month-to-month, categorical__gender_Female, numerical__TotalCharges","categorical__OnlineSecurity_No, categorical__InternetService_Fiber optic, categorical__gender_Male","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, categorical__gender_Female, numerical__TotalCharges."
6539,0.16634265,Low Risk,73.05,Medium Value,Low,"categorical__Contract_Month-to-month, categorical__gender_Female, categorical__OnlineSecurity_No","numerical__tenure, categorical__InternetService_Fiber optic, categorical__TechSupport_No","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, categorical__gender_Female, categorical__OnlineSecurity_No."
4878,0.16589701,Low Risk,59.05,Medium Value,Low,"categorical__Contract_Month-to-month, categorical__DeviceProtection_No, categorical__OnlineSecurity_No","numerical__tenure, categorical__PaymentMethod_Electronic check, categorical__InternetService_Fiber optic","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, categorical__DeviceProtection_No, categorical__OnlineSecurity_No."
1376,0.16537163,Low Risk,70.0,Medium Value,Low,"numerical__tenure, categorical__Partner_No, categorical__OnlineSecurity_No","categorical__Contract_Month-to-month, categorical__InternetService_Fiber optic, numerical__MonthlyCharges","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: numerical__tenure, categorical__Partner_No, categorical__OnlineSecurity_No."
1557,0.16536196,Low Risk,67.25,Medium Value,Low,"categorical__Contract_Month-to-month, categorical__Partner_No, categorical__StreamingTV_No","categorical__InternetService_Fiber optic, categorical__OnlineSecurity_No, categorical__TechSupport_No","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, categorical__Partner_No, categorical__StreamingTV_No."
1562,0.16439368,Low Risk,34.65,Low Value,Low,"categorical__Contract_Month-to-month, categorical__gender_Female, categorical__PaperlessBilling_No","categorical__OnlineSecurity_No, categorical__InternetService_Fiber optic, categorical__PaperlessBilling_Yes","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, categorical__gender_Female, categorical__PaperlessBilling_No."
4879,0.16423067,Low Risk,69.1,Medium Value,Low,"categorical__gender_Female, categorical__StreamingTV_No, categorical__Partner_No","categorical__Contract_Month-to-month, categorical__InternetService_Fiber optic, categorical__gender_Male","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__gender_Female, categorical__StreamingTV_No, categorical__Partner_No."
1396,0.16404173,Low Risk,100.05,High Value,Low,"numerical__MonthlyCharges, categorical__gender_Female, categorical__InternetService_Fiber optic","numerical__tenure, categorical__Contract_Month-to-month, categorical__gender_Male","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: numerical__MonthlyCharges, categorical__gender_Female, categorical__InternetService_Fiber optic."
3750,0.163696,Low Risk,79.2,Medium Value,Low,"categorical__gender_Female, categorical__StreamingTV_Yes, categorical__Partner_Yes","categorical__Contract_Month-to-month, categorical__InternetService_Fiber optic, categorical__gender_Male","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__gender_Female, categorical__StreamingTV_Yes, categorical__Partner_Yes."
4561,0.16334176,Low Risk,55.75,Medium Value,Low,"categorical__Contract_Month-to-month, categorical__gender_Female, categorical__OnlineSecurity_No","categorical__InternetService_Fiber optic, categorical__PaperlessBilling_Yes, categorical__gender_Male","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, categorical__gender_Female, categorical__OnlineSecurity_No."
6939,0.1626729,Low Risk,89.2,High Value,Low,"categorical__InternetService_Fiber optic, categorical__Partner_No, categorical__DeviceProtection_No","categorical__Contract_Month-to-month, numerical__tenure, categorical__StreamingTV_Yes","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__InternetService_Fiber optic, categorical__Partner_No, categorical__DeviceProtection_No."
6503,0.16265227,Low Risk,60.35,Medium Value,Low,"categorical__Contract_One year, categorical__MultipleLines_No, categorical__PaperlessBilling_No","categorical__Contract_Month-to-month, categorical__PaperlessBilling_Yes, categorical__InternetService_Fiber optic","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Contract_One year, categorical__MultipleLines_No, categorical__PaperlessBilling_No."
6480,0.16251762,Low Risk,53.45,Medium Value,Low,"categorical__Contract_Month-to-month, categorical__gender_Female, categorical__OnlineSecurity_No","categorical__InternetService_Fiber optic, categorical__PaperlessBilling_Yes, categorical__gender_Male","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, categorical__gender_Female, categorical__OnlineSecurity_No."
3062,0.16180865,Low Risk,34.25,Low Value,Low,"categorical__Contract_Month-to-month, numerical__SeniorCitizen, categorical__Partner_Yes","numerical__tenure, categorical__PaperlessBilling_Yes, categorical__InternetService_Fiber optic","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, numerical__SeniorCitizen, categorical__Partner_Yes."
3648,0.16099069,Low Risk,90.15,High Value,Low,"categorical__gender_Female, categorical__InternetService_Fiber optic, categorical__PaymentMethod_Electronic check","categorical__Contract_Month-to-month, numerical__tenure, categorical__gender_Male","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__gender_Female, categorical__InternetService_Fiber optic, categorical__PaymentMethod_Electronic check."
4323,0.16073868,Low Risk,84.05,High Value,Low,"categorical__gender_Female, categorical__InternetService_Fiber optic, categorical__Partner_No","categorical__Contract_Month-to-month, numerical__tenure, categorical__PaperlessBilling_Yes","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__gender_Female, categorical__InternetService_Fiber optic, categorical__Partner_No."
4989,0.16031675,Low Risk,29.8,Low Value,Low,"categorical__Contract_Month-to-month, categorical__gender_Female, numerical__tenure","categorical__OnlineSecurity_No, categorical__InternetService_Fiber optic, categorical__gender_Male","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, categorical__gender_Female, numerical__tenure."
6114,0.15995224,Low Risk,66.65,Medium Value,Low,"categorical__Contract_Month-to-month, categorical__Partner_No, categorical__OnlineSecurity_No","categorical__InternetService_Fiber optic, categorical__TechSupport_No, numerical__MonthlyCharges","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, categorical__Partner_No, categorical__OnlineSecurity_No."
476,0.15969281,Low Risk,76.05,Medium Value,Low,"categorical__Contract_Month-to-month, categorical__DeviceProtection_No, categorical__OnlineSecurity_No","numerical__tenure, categorical__InternetService_Fiber optic, categorical__TechSupport_No","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, categorical__DeviceProtection_No, categorical__OnlineSecurity_No."
2766,0.15830007,Low Risk,115.0,High Value,Low,"categorical__InternetService_Fiber optic, categorical__gender_Female, categorical__PaymentMethod_Electronic check","numerical__tenure, categorical__Contract_Month-to-month, categorical__gender_Male","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__InternetService_Fiber optic, categorical__gender_Female, categorical__PaymentMethod_Electronic check."
